Date,Time,Network,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views
24/04/2020,6:26 PM,Twitter,Photo,Sophia Amuka,May this month usher in peace and love for you and yours. Welcome to the Holy Month. #Ramadan https://t.co/0U5ftUCbHA,"4,914","304,300",2.32%,114,31,4,9,0.02%,1,69,70,30,0,30,9,0,0,0,30
24/04/2020,8:00 PM,Twitter,Photo,Sophia Amuka,"Choose contactless payment. Top up your Lekki Toll account when you dial *909*000*522+etag+amount# with ease! For more information, call 0700909909909 or email customercarenigeria@stanbicibtc.com https://t.co/ZlBly8mOns","4,773","300,441",2.16%,103,21,10,6,0,0,66,66,13,0,45,8,0,0,0,13
23/04/2020,8:00 AM,Twitter,Photo,Sophia Amuka,"He has blessed us to witness and reach another Ramadan. May this month be a blessed and great. 
#Ramadan https://t.co/KyiQdE8i30","6,502","306,246",3.89%,253,45,12,17,0,0,179,179,84,1,87,7,0,0,0,84
23/04/2020,2:00 PM,Twitter,Photo,Sophia Amuka,Monitor your investments via our mobile banking App or online while staying at home. #NeverStopInvesting https://t.co/L7CX7XuIuZ,"5,569","296,848",2.68%,149,18,16,3,0.02%,1,111,112,54,2,47,8,0,0,0,54
23/04/2020,8:00 PM,Twitter,Video,Sophia Amuka,"We have an easy way to do a COVID-19 self-check, dial *909*19# and follow the prompts. Remember to follow the recommendations at the end of the self-check and #StaySafe https://t.co/bYk8z4FlEV","5,916","321,443",2.86%,169,33,14,13,0.02%,1,108,109,32,1,70,5,0,0,0,236
22/04/2020,9:00 AM,Twitter,Video,Sophia Amuka,Get the extra edge when you open a BluEdge account. Visit https://t.co/PVEv4QIk03 to sign up so that we can contact you! https://t.co/OTSkKXrfno,"2,988","309,158",2.74%,82,17,5,6,0.23%,7,47,54,25,0,21,1,0,0,0,121
22/04/2020,10:03 AM,Twitter,Photo,Aramide Salami,Join us on Twitter on today by 2 pm to learn all you need to know about your business investing in mutual funds. #WealthWednesday https://t.co/yAjwWXCewF,"16,394","304,906",2.32%,381,42,10,11,0,0,318,318,142,8,141,27,0,0,0,142
22/04/2020,6:00 PM,Twitter,Photo,Sophia Amuka,"Stay #MoneySafe, do not release sensitive information to anyone. https://t.co/CtKl7Y9EpE","4,386","310,165",1.73%,76,17,3,7,0,0,49,49,24,0,17,8,0,0,0,24
22/04/2020,7:00 PM,Twitter,Photo,Sophia Amuka,"Earth is our home. We must clean and preserve it by reducing waste, reusing or recycling, planting trees or conserving water. #EarthDay2020 #WorldEarthDay https://t.co/c90PmcfY6h","4,132","298,971",2.13%,88,16,2,10,0,0,60,60,37,0,19,4,0,0,0,37
21/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,"Carry out transactions using the Stanbic IBTC Mobile App, Internet Banking and USSD and your first five (5) transfers will be free. https://t.co/LvJXqoYm9K","6,376","297,640",3.31%,211,29,21,6,0.08%,5,150,155,96,0,45,9,0,0,0,96
21/04/2020,11:19 AM,Twitter,Photo, ,There has been an increase in the cases of fraud and cybercrime against individuals and businesses with the advent of COVID-19. https://t.co/Xtuvja8NHJ,"5,782","311,631",2.92%,169,20,4,14,0.05%,3,128,131,81,0,38,9,0,0,0,81
21/04/2020,1:00 PM,Twitter,Photo,Sophia Amuka,More ways to access your account while you are keeping safe. #HappenToLife https://t.co/akTp9wFruv,"6,362","308,478",4.01%,255,29,10,17,0.05%,3,196,199,119,3,69,5,0,0,0,119
21/04/2020,4:00 PM,Twitter,Video,Sophia Amuka,How do you become #CoupleGoals? Watch our wedding series to find out. Catch it on YouTube here: https://t.co/CIIBizqyT2 #TheWeddingSeries https://t.co/DwrI3UgyzU,"4,513","301,546",2.11%,95,16,11,9,0.20%,9,50,59,21,2,22,5,0,0,0,219
21/04/2020,5:51 PM,Twitter,Photo,Sophia Amuka,"Thank you for joining the Blue Talks webinar on Staying Cyber secure. Here are some of the highlights.
#BlueTalks https://t.co/nQcIHYNnOO","3,793","297,230",3.11%,118,21,3,6,0.03%,1,87,88,55,0,26,6,0,0,0,55
21/04/2020,8:00 PM,Twitter,Photo,Sophia Amuka,Something to brighten your day! Which have you ever done? Repost and share with friends! https://t.co/cNml5pJz44,"7,768","303,157",5.37%,417,46,8,10,0.01%,1,352,353,279,0,68,5,0,0,0,279
21/04/2020,10:16 PM,Twitter,Photo, ,"Join us on Twitter on Wednesday, 22 April by 2 pm to learn all you need to know about your business investing in mutual funds. 
#WealthWednesday https://t.co/qqebzylgdE","3,920","296,827",2.93%,115,30,7,3,0,0,75,75,43,2,22,8,0,0,0,43
20/04/2020,9:19 AM,Twitter,Photo,Sophia Amuka,Life is a struggle. It will attempt to break you. It's left for you to stay strong and persevere through the trying times. #StayStrong #StaySafe #PowerUpMonday #MondayMotivation https://t.co/ViM2yBAIAd,"6,851","331,800",3.17%,217,43,8,13,0.03%,2,151,153,101,4,40,6,0,0,0,101
20/04/2020,12:32 PM,Twitter,Photo,Sophia Amuka,Don’t be a victim. Stay money safe while maintaining social distancing. #StaySafe https://t.co/Fx0pAMRoKa,"4,887","299,940",4.28%,209,25,5,9,0,0,170,170,62,1,99,8,0,0,0,62
20/04/2020,4:00 PM,Twitter,Photo,Sophia Amuka,"Don’t let kids fall too far behind in their studies. 
Get them busy with different activities to keep them stimulated and engaged. But don’t forget to get them #SET for a secured future. Call 01 2706800 or email sitlagency@stanbicibtc.com https://t.co/MFPJNyupHv","4,631","296,507",2.27%,105,11,6,6,0.02%,1,81,82,42,2,33,4,0,0,0,42
20/04/2020,8:00 PM,Twitter,Photo,Sophia Amuka,"Bank safe with us!
Use our online channels 😉 https://t.co/ehGuSU47o8","5,248","295,272",2.38%,125,21,6,5,0.02%,1,92,93,58,0,31,3,0,0,0,58
19/04/2020,8:00 AM,Twitter,Photo,Sophia Amuka,"As part of our customer relief efforts this period, get your first five transfers done for free using any of our digital channels (*909#, Internet banking and Mobile app). https://t.co/pOXl5tF4hZ","10,115","297,954",2.50%,253,36,17,7,0,0,193,193,100,0,84,9,0,0,0,100
19/04/2020,12:00 PM,Twitter,Photo,Sophia Amuka,"Better safe than sorry. Keep your hands clean.
#StaySafe #StayHome https://t.co/FJVFGu1K40","5,228","297,309",2.31%,121,28,12,8,0,0,73,73,35,0,34,4,0,0,0,35
19/04/2020,2:00 PM,Twitter,Photo, ,"With the concern for COVID-19 comes a desire for information, safety and support. Organized crime groups are exploiting this fear to target individuals and businesses. https://t.co/CryOrK7HkA","5,980","312,830",4.75%,284,28,8,15,0,0,233,233,130,0,95,8,0,0,0,130
19/04/2020,3:00 PM,Twitter,Photo,Sophia Amuka,You can stay close to your investments with our mobile app. Have questions about your investments? Send us a mail at assetmanagement@stanbicibtc.com and we’ll reach out to you. https://t.co/GnNEn4tVgQ,"5,666","295,329",2.70%,153,28,9,5,0,0,111,111,38,0,65,8,0,0,0,38
19/04/2020,5:00 PM,Twitter,Photo,Sophia Amuka,"What do you think they have in common? 💭 💭 💭 
#Trivia https://t.co/tbB8rJBC1n","8,523","299,921",4.45%,379,35,25,7,0.02%,2,310,312,165,1,132,12,0,0,0,165
19/04/2020,8:00 PM,Twitter,Photo,Sophia Amuka,"Let’s see your hands 🙋  if you got the answer!
#Trivia https://t.co/3DpwMjnL43","9,286","296,003",4.44%,412,31,18,5,0.01%,1,357,358,217,2,128,10,0,0,0,217
19/04/2020,9:21 PM,Twitter,Video, ,"Please #staysafe and #stayhome as we fight #COVID19 together. We will overcome this! 
Kindly share with your loved ones. #StanbicIBTC https://t.co/lF9BidSvL6","6,298","299,736",3.45%,217,38,7,24,0.03%,2,146,148,63,2,69,12,0,0,0,261
18/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,"“The more you look the less you see.”
Does that sound like money to you this period? Read these tips to learn how to better manage your money this period.
#StaySafe https://t.co/pquEpTq80d","8,384","303,415",5.59%,469,49,18,16,0.02%,2,384,386,294,1,74,15,0,0,0,294
18/04/2020,1:08 PM,Twitter,Video, ,"Happy wife, happy life? 
How do you navigate life after marriage? Watch and learn how to make the most of this new stage of your life! Want to set up a mutual fund account to reach your #investmentgoals as a family? Visit https://t.co/GicGYYOtER to get started. https://t.co/wfdNQP1URD","7,042","401,407",9.71%,684,367,33,62,0.17%,12,210,222,91,1,108,10,0,0,0,415
18/04/2020,5:00 PM,Twitter,Photo,Sophia Amuka,Bank the easy way! Dial *909# and follow the simple prompt to get started. https://t.co/DhEzHyFMFh,"7,492","300,887",2.68%,201,34,9,8,0.03%,2,148,150,98,0,45,5,0,0,0,98
17/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,"As part of our customer relief efforts this period, get your first five transfers done for free using any of our digital channels (*909#, Internet banking and Mobile app). https://t.co/jMR8j1JEgL","11,299","303,734",2.36%,267,33,18,13,0,0,203,203,90,0,98,15,0,0,0,90
17/04/2020,10:07 AM,Twitter,Photo, ,"Join us on Instagram Live with Dr Sylvanus Jatto as he talks about managing mental health during this period by 12pm today. Don’t forget to send in your comments and questions 😊
#BlueTalks https://t.co/i8eLPUjw9z","9,616","308,215",3.65%,351,38,15,9,0,0,289,289,167,0,114,8,0,0,0,167
17/04/2020,2:00 PM,Twitter,Photo,Sophia Amuka,We can help guide the growth of your business. Talk to us on 01 422 8855 or email Ibenquiries@stanbicibtc.com and let’s get you started. https://t.co/2FNIQTu3RJ,"7,933","296,934",1.74%,138,23,14,7,0.01%,1,93,94,35,0,52,6,0,0,0,35
17/04/2020,6:00 PM,Twitter,Photo,Sophia Amuka,"Did you know that stars from the Higher Institutions Football League (HiFL), have gone on to play in  professional leagues? This is why we are honored to be a part of helping these stars actualize their dreams.
#HiFL2020 #HiFLStanbicIBTC https://t.co/LtEoRIwW26","6,862","296,203",1.66%,114,24,5,5,0,0,80,80,41,0,31,8,0,0,0,41
16/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,Stay connected all day long! Buy data with *909*8# now! https://t.co/gUp5lA4uZE,"10,969","295,131",1.74%,191,41,16,6,0.02%,2,126,128,38,0,72,16,0,0,0,38
16/04/2020,1:00 PM,Twitter,Photo,Sophia Amuka,Not used your Current account in a while? Reactivate it and get a full month without being charged current account maintenance (CAM) fees and interbank transfer charges. Talk to us on 0700 909 909 909 to learn more. https://t.co/LwpHSo5s5e,"5,862","302,843",2.15%,126,26,9,9,0,0,82,82,37,0,37,8,0,0,0,37
16/04/2020,3:00 PM,Twitter,Photo,Sophia Amuka,Protect yourself from unplanned medical expenses this period. Please call 01 277 0394 or email Insurancesolution@stanbicibtc.com to get the #BestInsuranceDeals https://t.co/9HPBGbTj7w,"6,944","299,861",0.94%,65,14,2,3,0,0,46,46,14,1,27,4,0,0,0,14
16/04/2020,5:00 PM,Twitter,Photo,Sophia Amuka,To enjoy great returns on your money you can invest in the forthcoming FGN Savings Bonds. Send an email to stockbroking@stanbicibtc.com to learn more. https://t.co/zbPNojPXMS,"8,996","300,021",2.16%,194,32,11,8,0,0,143,143,63,0,65,15,0,0,0,63
16/04/2020,8:00 PM,Twitter,Video,Sophia Amuka,"Congratulations newlyweds! Have you found your rhythm as a couple? Watch our Wedding Series on Saturday, April 18 to get your groove on. 
#SIBTCTheWeddingSeries https://t.co/ld9NhiplJR","8,513","311,068",1.35%,115,24,8,7,0,0,76,76,43,2,25,6,0,0,0,267
15/04/2020,1:00 PM,Twitter,Photo,Sophia Amuka,"As a socially responsible corporate organization, we are playing our part to support the government, agencies and our partners in the fight against the Covid-19 pandemic. Here are some of the details. https://t.co/TX12bMkDW2","11,533","315,465",4.09%,472,45,21,21,0.03%,3,382,385,255,0,112,15,0,0,0,255
15/04/2020,3:37 PM,Twitter,Photo, ,"Meet our final winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Congratulations to everyone who won in the 909 Fan Geng Giveaway! https://t.co/zuFTLObNUN","12,849","300,745",5.91%,760,59,25,10,0.02%,3,663,666,470,0,143,50,0,0,0,470
15/04/2020,4:00 PM,Twitter,Photo,Sophia Amuka,"How have your little ones been faring this period? Here are some tips on how to help them cope. 
#StaySafe #StayHome https://t.co/4CFY3exVl9","9,781","314,931",2.56%,250,42,13,18,0,0,177,177,131,0,35,11,0,0,0,131
15/04/2020,8:00 PM,Twitter,Photo,Sophia Amuka,"Does this look familiar? Share your house-hunting stories with us.
#SIBTCTheWeddingSeries https://t.co/RLpJ2wSV9t","8,702","298,749",2.84%,247,33,1,8,0.01%,1,204,205,163,3,29,9,0,0,0,163
15/04/2020,9:28 PM,Twitter,Photo, ,"Life has a way of reminding us what's important and for us, it's you and your future. #WealthWednesday https://t.co/2GTmVqhA6A","10,967","301,516",1.91%,210,37,10,10,0.01%,1,152,153,102,1,39,10,0,0,0,102
14/04/2020,12:54 PM,Twitter,Photo, ,"How do you manage your mental health during this period? Join Dr Sylvanus Jatto, the medical consultant for Human Capital at Stanbic IBTC Holdings via YouTube Livestream as he talks about managing mental health during this period. To watch, click here https://t.co/VqrnEdpUl3 https://t.co/wE12Rkfw4b","11,896","323,507",2.45%,292,49,18,16,0.11%,13,196,209,115,0,65,16,0,0,0,115
14/04/2020,3:00 PM,Twitter,Photo,Aramide Salami,"We remain committed to joining forces with the government and the organized private sector to fight COVID-19. Here is one of the ways we are doing that.  
#StaySafe https://t.co/Novjd21LeI","8,978","317,175",2.90%,260,43,23,18,0.01%,1,175,176,96,0,70,9,0,0,0,96
14/04/2020,5:42 PM,Twitter,Text, ,Do you think saving for your future is important? #HappenToLife,"6,904","299,596",6.75%,466,35,13,11,0,0,103,103,0,1,94,8,304,0,0,0
14/04/2020,6:30 PM,Twitter,Photo,Aramide Salami,"Beware of giving out your account details publicly, hackers may be lurking. Stay #MoneySafe https://t.co/9SgjIjIzIg","7,608","297,854",2.26%,172,34,11,14,0,0,113,113,48,1,50,14,0,0,0,48
14/04/2020,8:00 PM,Twitter,Video,Aramide Salami,"Planning your finances as a couple can be quite daunting. Watch our wedding series to find out how to navigate those waters. Catch it on YouTube here: https://t.co/5zlHPjFqNw
#SIBTCTheWeddingSeries https://t.co/clxybnrhQ4","7,737","299,357",1.72%,133,30,6,6,0.25%,19,72,91,36,4,25,7,0,0,0,224
14/04/2020,9:00 PM,Twitter,Photo,Aramide Salami,Talk to us on 01 422 8855 or email ibenquiries@stanbicibtc.com and let’s help you with world class solutions for your business. https://t.co/h79mD6ByJm,"11,526","300,077",1.63%,188,47,23,13,0,0,105,105,37,0,60,8,0,0,0,37
13/04/2020,11:14 AM,Twitter,Photo,Sophia Amuka,"#PowerUpMonday. Wishes won’t get you where you want to be, hard work will.
#MondayMotivation https://t.co/S0Uw1TG3dr","7,105","315,331",3.21%,228,56,20,23,0.01%,1,128,129,53,4,57,14,0,0,0,53
13/04/2020,1:08 PM,Twitter,Photo, ,"The constant news about COVID-19 can generate fear and can put a lot of strain on your mental health. Join Dr Sylvanus Jatto, the medical consultant for Human Capital at Stanbic IBTC Holdings via YouTube Livestream as he talks about managing mental health during this period. https://t.co/TLQ6TSp9Qj","6,928","310,887",3.42%,237,45,8,22,0,0,162,162,87,0,65,10,0,0,0,87
13/04/2020,2:30 PM,Twitter,Photo,Sophia Amuka,"Don’t forget that when you receive payments on Stanbic IBTC POS machines, you can enjoy zero settlement charges.
Offer ends tomorrow, 14 April.
Please note that this relief will come by way of refunds. https://t.co/WwVMFAyvdR","7,352","313,083",2.98%,219,40,27,20,0.01%,1,131,132,31,0,88,12,0,0,0,31
12/04/2020,8:00 AM,Twitter,Video,Sophia Amuka,He paid all the charges for our salvation. Our debts became history. Happy Easter! https://t.co/9MNow5vHRw,"11,202","337,053",5.18%,580,129,23,46,0.02%,2,380,382,182,0,171,27,0,0,0,607
12/04/2020,10:00 AM,Twitter,Photo,Sophia Amuka,"Whether it’s airtime you to call your friends or fund transfer to a loved one #StaySafe and #StayHome, *909# has you covered. For more details, call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com https://t.co/sB1QTNrDff","5,680","297,759",2.80%,159,30,18,12,0,0,99,99,34,3,49,13,0,0,0,34
12/04/2020,4:00 PM,Twitter,Photo,Sophia Amuka,"Enjoy Zero charges on withdrawals and 24/7 availability as you #StaySafe with our Cards and ATM/POS machines during this period. For more details, call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com https://t.co/gP7I1pY2kL","5,870","303,695",2.59%,152,31,20,15,0.02%,1,85,86,27,1,52,5,0,0,0,27
12/04/2020,8:25 PM,Twitter,Photo, ,"Are you ready for our Easter Love giveaway?

Click on this link: https://t.co/i9Ek9TJXmU and fill the form attached to this post to be one of the final winners in our Easter Love double! https://t.co/DfeTP7zfSa","13,361","345,606",12.88%,"1,721",370,129,100,5.16%,689,433,"1,122",164,0,216,53,0,0,0,164
12/04/2020,11:09 PM,Twitter,Photo, ,"Meet our day 21 winners! 

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply. 

Look out for our final Easter Love Geng Double! https://t.co/O9C317dXBu","10,670","300,154",7.49%,799,71,32,22,0.04%,4,670,674,471,0,134,65,0,0,0,471
11/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,Dial *909*19# to do a COVID-19 self-test. #StaySafe during this period and contact the NCDC toll-free line 0800 970 00010 should you experience any symptoms. https://t.co/FQVIujBIU3,"6,378","310,743",2.99%,191,37,9,20,0,0,125,125,78,2,38,7,0,0,0,78
11/04/2020,11:44 AM,Twitter,Video, ,Planning your wedding and house-hunting? Watch this video to get some tips on what to look out for in a great accommodation! Would you also like the #BestInsuranceDeals for your new home? Follow this link  https://t.co/VsQAkBiO5Z and we’ll get in touch with you. https://t.co/2Kdd2vZZLl,"6,163","317,824",13.08%,806,436,33,61,0.41%,25,251,276,109,3,131,8,0,0,0,315
11/04/2020,12:59 PM,Twitter,Photo, ,"Being at home without the freedom to go out can put a lot of strain on your mental health. Join Dr Sylvanus Jatto, the medical consultant for Human Capital at Stanbic IBTC Holdings via YouTube Livestream as he talks about managing mental health during this period. https://t.co/uHUCUuT74h","8,961","312,609",3.52%,315,40,12,25,0,0,238,238,155,0,73,10,0,0,0,155
11/04/2020,4:06 PM,Twitter,Photo, ,"As we draw closer to the end of the #909FanGeng giveaways, meet our day 20 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply. https://t.co/1gpOBJYyjk","8,449","295,171",5.24%,443,50,28,13,0.01%,1,351,352,237,7,85,22,0,0,0,237
11/04/2020,6:00 PM,Twitter,Photo,Sophia Amuka,What things are you not using during this #StayHome period? Share with us. https://t.co/ykvSu02hSl,"7,740","299,386",3.27%,253,39,23,14,0.01%,1,176,177,108,0,52,16,0,0,0,108
10/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,"To some it is a solemn time of reflection of the events before Easter and for others it’s something else. Do share with us with it means to you.
#GoodFriday https://t.co/XHCjrw57RQ","8,464","312,065",3.73%,316,50,25,19,0.01%,1,221,222,105,2,81,33,0,0,0,105
10/04/2020,2:00 PM,Twitter,Photo,Sophia Amuka,Always make sure you drink enough water to stay hydrated as you #StayHome during this period. #StaySafe https://t.co/VN1VRg7LbM,"6,410","308,508",3.35%,215,45,16,17,0,0,137,137,71,1,48,17,0,0,0,71
09/04/2020,8:00 AM,Twitter,Photo,Sophia Amuka,"Get extra airtime to check up on your family and friends during this #Lockdown. Buy airtime today with *909# between 9.09 – 9.30 am/pm and get 90.9% bonus airtime. 
Bonus will be credited within 24 hours. T&amp;Cs apply https://t.co/jJpeP2Y5r3","7,905","321,638",7.22%,571,52,35,32,0,0,452,452,115,5,306,26,0,0,0,115
09/04/2020,2:00 PM,Twitter,Photo,Sophia Amuka,"Ever wondered what it takes to start and maintain a business? Then you need to watch the Blue Talks Webinar replay where Ayodele Ojosipe, Head Enterprise Banking (SME)  spoke on this and more. To watch the replay, click here - https://t.co/VKRaPm100r https://t.co/vOugsCmeMA","6,680","297,234",2.59%,173,41,8,20,0.18%,12,92,104,37,0,46,9,0,0,0,37
09/04/2020,4:00 PM,Twitter,Photo,Sophia Amuka,"If you’ve ever wondered how to make sense of the stock markets especially at a time like this, we can help with that. Send an email to stockbroking@stanbicibtc.com for more details. https://t.co/HB81z4pCq8","7,285","315,302",2.69%,196,42,11,26,0.01%,1,116,117,47,0,49,20,0,0,0,47
09/04/2020,6:32 PM,Twitter,Video, ,"Don’t want to add accommodation stress to already stressful wedding plans? Follow @StanbicIBTC on Facebook, Twitter, Instagram, and YouTube to watch the full video on Saturday, 11 April for some tips on how to get the best! #SIBTCTheWeddingSeries https://t.co/3bYfJ4pfCs","6,266","346,990",9.26%,580,303,23,65,0,0,189,189,93,8,70,18,0,0,0,374
09/04/2020,8:51 PM,Twitter,Photo, ,"Cheer your family and friends by sending a positive message to them showing that you care in the comment section and tag 3 members of your Geng. 

Challenge them to do the same by tagging 3 members of their own Geng with words of encouragement. https://t.co/CLzH0QUWFS","11,098","320,809",3.35%,372,63,35,30,0,0,244,244,149,0,69,26,0,0,0,149
09/04/2020,9:58 PM,Twitter,Photo, ,"Do a COVID-19 self-check, dial *909*19#. Please remember to #StayHome and #StaySafe. Contact the NCDC toll-free line 0800 970 00010 if you experience any symptoms. https://t.co/peErzg72e2","8,348","297,090",2.91%,243,46,6,20,0,0,171,171,94,1,62,14,0,0,0,94
08/04/2020,9:00 AM,Twitter,Photo,Sophia Amuka,"#StaySafe and enjoy cashless transactions with Zero charges on withdrawals and 24/7 availability with our Cards and ATM/POS machines during this period. For more details, call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com https://t.co/rE0EUz7yrr","5,844","340,112",2.82%,165,53,10,26,0,0,76,76,36,0,32,8,0,0,0,36
08/04/2020,12:19 PM,Twitter,Photo, ,"Meet our day 18 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Messages in the #TagYourGeng Challenge were inspiring and befitting for the season. Get your messages ready as the challenge continues... https://t.co/QEAR2AryMX","11,422","294,351",4.55%,520,57,26,21,0.02%,2,414,416,256,19,103,36,0,0,0,256
08/04/2020,1:37 PM,Twitter,Photo, ,"Join us on Instagram Live with Shareefat Bakare and Adedayo Ademola-Sokoya as they share financial tips that will help you thrive in this season by 2pm on Wednesday, 8 April 2020.

Don’t forget to send in your comments and questions 😊 https://t.co/06T8zffpoK","7,000","308,081",5.21%,365,38,10,23,0,0,294,294,201,0,87,6,0,0,0,201
08/04/2020,4:00 PM,Twitter,Photo,Sophia Amuka,#StaySafe and avoid carrying cash during this period with our Enterprise Online Banking for all your business transactions. Call 07003333333 for more details. https://t.co/GNBy9P0SXC,"8,826","297,723",2.05%,181,42,20,27,0,0,92,92,47,1,33,11,0,0,0,47
08/04/2020,6:51 PM,Twitter,Photo, ,Thank you for joining us for our Instagram Live session on thriving amidst COVID-19 times. Here are some highlights and lessons learnt from the session. https://t.co/4RC7KbO4tA,"6,279","307,599",3.55%,223,44,11,22,0,0,146,146,89,0,43,14,0,0,0,89
08/04/2020,7:55 PM,Twitter,Photo, ,"With the #StayHome season, it has become obvious that your generator will be working overtime especially as you work from home. Let’s help make sure your generator set is covered with Plant All Risk Insurance. #WealthWednesday https://t.co/qiHuSBq10q","6,120","305,830",2.58%,158,32,8,22,0,0,96,96,49,1,41,5,0,0,0,49
08/04/2020,11:24 PM,Twitter,Photo, ,"Meet our day 19 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Messages in the #TagYourGeng Challenge were inspiring and befitting for the season. Get your messages ready as the challenge continues... https://t.co/CYX2ONhAHM","13,103","293,019",6.04%,791,70,31,22,0.02%,3,665,668,399,22,187,57,0,0,0,399
07/04/2020,8:00 AM,Twitter,Photo,Aramide Salami,"On this #WorldHealthDay, we celebrate the Nurses, Doctors and all healthcare workers working tirelessly during this COVID-19 Pandemic. Thank you for your selfless service. https://t.co/PGbLJKJWD8","8,853","325,010",3.81%,337,89,28,48,0,0,172,172,86,5,59,22,0,0,0,86
07/04/2020,11:18 AM,Twitter,Photo,Sophia Amuka,"Headline PMI drops to 53.8 in March, showing early signs of disruption caused by the COVID-19 pandemic. Here are the highlights. https://t.co/7Zg1IfHrUL","6,484","306,501",3.90%,253,37,13,25,0,0,178,178,116,0,48,14,0,0,0,116
07/04/2020,3:28 PM,Twitter,Video,Sophia Amuka,"Here is a quick way to do a COVID-19 self check, dial *909*19# and follow the prompts. Remember to follow the recommendations at the end of the self check and #StaySafe https://t.co/S1PXklKG0M","6,912","334,356",3.75%,259,58,14,34,0,0,153,153,67,1,75,10,0,0,0,269
07/04/2020,5:07 PM,Twitter,Photo, ,"Join Shareefat Bakare @Shareee  and Adedayo Ademola-Sokoya @aademola_sokoya by 2pm on Wednesday, 8 April 2020 on Instagram Live as they share their top financial tips to help you thrive in this season.
#MoneyTalks https://t.co/pGVDdoMYJS","6,486","315,954",4.72%,306,51,8,30,0,0,217,217,102,5,61,49,0,0,0,102
07/04/2020,6:00 PM,Twitter,Photo,Sophia Amuka,Can you guess the answer without using google? https://t.co/a0NfB3nDGT,"14,203","305,003",5.27%,749,59,72,23,0.04%,6,589,595,269,0,282,38,0,0,0,269
07/04/2020,7:00 PM,Twitter,Photo,Sophia Amuka,"Remember to maintain the best health practices; regularly wash your hands with soap and water. 
As they say, Health is Wealth. #StaySafe https://t.co/u6cax4Qs94","4,974","293,564",2.49%,124,38,10,19,0,0,57,57,28,1,25,3,0,0,0,28
07/04/2020,9:00 PM,Twitter,Photo,Sophia Amuka,Raise your hand if you got the answer 😀 https://t.co/NAaTnHZ1cQ,"7,977","291,601",4.61%,368,39,23,17,0.03%,2,287,289,213,0,58,16,0,0,0,213
06/04/2020,10:00 AM,Twitter,Photo,Aramide Salami,Don’t let today’s current state of things stop you from being courageous enough to believe that tomorrow will be better.  #StayStrong #StaySafe #PowerUpMonday #MondayMotivation https://t.co/OWcHobxqPk,"7,336","311,525",3.72%,273,65,11,27,0,0,170,170,130,4,24,12,0,0,0,130
06/04/2020,4:19 PM,Twitter,Photo,Sophia Amuka,"#Stayhome and avoid handling cash. Go digital, use our digital channels for your financial transactions. For more details, call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com https://t.co/yE89CFSokf","7,955","310,777",3.13%,249,57,28,31,0,0,133,133,39,0,79,15,0,0,0,39
06/04/2020,8:32 PM,Twitter,Photo, ,"There is no better time to send a positive message to someone you care about.

Drop an inspiring message in the comment section and tag 3 members of your Geng. 

Challenge them to do the same by tagging 3 members of their own Geng with words of encouragement. https://t.co/PawHwYEbM0","17,228","317,125",2.99%,515,89,44,43,0.01%,2,337,339,128,0,169,40,0,0,0,128
06/04/2020,9:00 PM,Twitter,Photo,Sophia Amuka,Would you like to be #couplegoals with someone? You first need to make sure you’re #goals by yourself first! Raise your hand ✋  if you agree #SIBTCTheWeddingSeries https://t.co/Kent310NMi,"10,859","329,460",5.10%,554,79,26,32,0,0,417,417,308,8,80,21,0,0,0,308
05/04/2020,12:00 PM,Twitter,Video,Sophia Amuka,"It’s 90.9% O’clock! 💃 💃 
Buy airtime on 9 April with *909# at 9.09 – 9.30 am/pm and get 90.9% bonus airtime. The bonus will be credited within 24 hours. T&amp;Cs apply https://t.co/bgODNSnB6s","8,455","338,176",9.31%,787,185,37,58,0,0,507,507,298,0,187,22,0,0,0,680
05/04/2020,1:50 PM,Twitter,Photo, ,"Meet our day 17 winners!

Please send your contact details (name, phone number and email address) via DM to claim your prize. T&amp;Cs apply.

Thank you to everyone who participated in the Clean Hands Geng challenge! Congratulations to all the winners. https://t.co/kRbhEWAMrT",0,"291,839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
