Date,Time,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
05/06/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBDJyCpgiF1/,"Shop with your Stanbic IBTC Mastercard on Jumia and get a 10% discount. Offer ends today so take advantage of this now!
T&Cs apply!","2,349","2,349","2,127","2,127",3.02%,3.34%,71,68,68,2,1
05/06/2020,12:07 PM,Instagram,Photo, ,https://www.instagram.com/p/CBDReJQJEdK/,"Posted @withregram • 
@nsenigeria We have partnered with @stanbicibtc to host a webinar themed ""The Nigerian Securities Lending Forum"" on June 10, 2020 by 11:00 am. This session will provide invaluable insights into the securities lending landscape, features, and benefits for investors and intermediaries.

Kindly click the link in our bio to register.","2,693","2,693","2,454","2,454",2.64%,2.89%,71,68,68,2,1
05/06/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBDXhk2FL2a/,"Save the environment, Save the World!
#ForNature #WorldEnvironmentDay2020","2,968","2,968","2,670","2,670",2.93%,3.26%,87,78,78,8,1
05/06/2020,2:55 PM,Instagram,Video, ,https://www.instagram.com/p/CBDkOXSgyeZ/,"#Flashback to #ChildrensDay2020 when the children of some of our staff shared their dreams with us. 
Children remind us that nothing is impossible. Whatever your dreams are, they can be.
#MyDreamsCanBe","1,439","1,439","1,275","1,275",4.10%,4.63%,59,58,58,1,0
05/06/2020,3:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBDlRLClwTB/,The superhero with just a touch! Watch this space 😉 #LikeAHero,"3,443","3,443","3,099","3,099",3.28%,3.65%,113,103,103,10,0
05/06/2020,7:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBEAtxWF1Nj/,Call 01 2706800 or email sitlagency@stanbicibtc.com now to get them #SET for the future of their dreams.,"3,172","3,172","2,929","2,929",3.37%,3.65%,107,92,92,15,0
04/06/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBAk_dIAU7Q/,"Whether it’s buying airtime or making a transfer, *909# has you covered. Dial *909# from your phone to get started.","3,162","3,162","2,888","2,888",2.56%,2.80%,81,64,64,11,6
04/06/2020,3:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBBAdv9ljEZ/,"Let’s see if the geniuses in the house will get this? 😉 😉 
How many times can you subtract the number 5 from 25? #TriviaThursday #Trivia","5,146","5,146","4,551","4,551",3.85%,4.35%,198,122,122,74,2
04/06/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBBVDwZlBfn/,😃 You can only subtract 5 from 25 once. #TriviaThursday #Trivia,29,29,29,29,44.83%,44.83%,13,11,11,2,0
04/06/2020,7:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBBb7X4Fl8C/,"Do you have spare funds? We have investment options. 
Talk to our investment gurus on 01 280 1266 or send an email to assetmanagement@stanbicibtc.com to find out ways your money can do more for you! #NeverStopInvesting","3,353","3,353","3,067","3,067",2.95%,3.23%,99,85,85,11,3
04/06/2020,7:18 PM,Instagram,Video,Aramide Salami,https://www.instagram.com/p/CBBd90tFQTh/,Staying safe is your first priority. We will win the fight over COVID-19 together. #StaySafe,"1,239","1,239","1,133","1,133",3.55%,3.88%,44,39,39,5,0
04/06/2020,8:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CBBiymHFJSG/,😀 You can only subtract 5 from 25 once. #TriviaThursday,"3,981","3,981","3,560","3,560",2.81%,3.15%,112,100,100,12,0
03/06/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA-AMf0AWZu/,It’s time to activate your superpower. Watch this space for more details. #LikeAHero,"3,112","3,112","2,835","2,835",3.57%,3.92%,111,96,96,14,1
03/06/2020,2:14 PM,Instagram,Carousel, ,https://www.instagram.com/p/CA-WcdApoFy/,Stanbic IBTC PMI increases slightly to 40.7 in May. Here are the highlights.,"2,394","2,394","1,907","1,907",3.68%,4.61%,88,82,82,5,1
03/06/2020,6:48 PM,Instagram,Carousel, ,https://www.instagram.com/p/CA-1v9PJxcr/,"We never hope for a mishap to occur. Sadly, these things happen and you would have to replace your phone in the event that it gets damaged anyway.

Why bear the risk when you can pay a small premium to an insurance company in exchange for the peace of mind? 
For more information on our home content insurance or any other insurance product, please contact Stanbic IBTC Insurance Brokers on 01 2770394 or send an email to insurancesolution@stanbicibtc.com. Remember that our services are at no additional cost to you.

Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask and washing and sanitising your hands regularly. 
#WealthWednesday","2,691","2,691","2,124","2,124",3.98%,5.04%,107,101,101,4,2
03/06/2020,7:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA-3Ibilpac/,Be #MoneySafe!,"2,448","2,448","2,207","2,207",3.27%,3.62%,80,68,68,10,2
02/06/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA7baAmHVhx/,"Still not sure whether to invest in the FGN Bonds? 
Here are 5 reasons why you should. Kindly email stockbroking@stanbicibtc.com and let us get you started.","3,321","3,321","3,094","3,094",3.49%,3.75%,116,74,74,28,14
02/06/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA7pI1ZjjVg/,"Shop at your convenience on Jumia with your Stanbic IBTC Mastercard and get a 10% discount. 
T&Cs apply!","2,282","2,282","2,118","2,118",2.67%,2.88%,61,52,52,7,2
02/06/2020,4:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA79veslX7O/,"Dial *909*19# to do a COVID-19 self-test. 
#StaySafe during this period and contact the NCDC toll-free line 0800 970 00010 should you experience any symptoms.","2,990","2,990","2,772","2,772",3.04%,3.28%,91,63,63,26,2
02/06/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA8Ld33lnwR/,"Whatever your insurance needs are, we can get you the #BestInsuranceDeals. 
Call 01 277 0394 or email insurancesolution@stanbicibtc.com to know more.","2,678","2,678","2,411","2,411",5.34%,5.93%,143,86,86,54,3
01/06/2020,9:26 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA4r6tyAQyF/,"Good morning, Fam! 
Have a fabulous week 😉 
#PowerUpMonday #MondayMotivation","3,522","3,522","3,245","3,245",4.29%,4.65%,151,135,135,9,7
01/06/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA42mlNAE-B/,"For everything you’ve been through, there’s a blessing for you!😉 May this new month be a favorable one for you and yours. #HappyNewMonth","3,229","3,229","2,997","2,997",4.74%,5.11%,153,123,123,24,6
01/06/2020,3:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA5SE75l4ik/,"Don’t wait till tomorrow to #HappenToLife, when you can today. Call us on 01 271 6000 or email pensionsolution@stanbicibtc.com for more details.","2,594","2,594","2,335","2,335",3.20%,3.55%,83,79,79,1,3
01/06/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA5mrlcF0sr/,"Let’s see if you know your superheroes. 😉 😉 
Can you guess the superhero? #LikeAHero","3,512","3,512","3,235","3,235",3.30%,3.59%,116,96,96,17,3
01/06/2020,7:18 PM,Instagram,Photo, ,https://www.instagram.com/p/CA5vrymJh-2/,"Congratulations to the winner of the #HiFL2020 e-invitational. 
Keep shining!
#HiFLStanbicIBTC","4,546","4,546","4,157","4,157",2.95%,3.22%,134,120,120,13,1
31/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA2fjI0n5kK/,Never run out of data. Buy data easily by dialing *909*8#.,"2,705","2,705","2,418","2,418",3.03%,3.39%,82,80,80,0,2
31/05/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA3B4Cdl3vb/,"From now till 05 June, 2020, when you use your Stanbic IBTC Mastercard to shop on Jumia, you can get up to 10% off your purchase. Start shopping now to enjoy great discounts!
Terms and conditions apply.","3,313","3,313","3,023","3,023",2.41%,2.65%,80,74,74,5,1
30/05/2020,9:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAzfSDigirl/,"Get on board with the coolest way to pay!
Make payments on web and POS using the C’Gate USSD solution.","2,816","2,816","2,616","2,616",2.56%,2.75%,72,70,70,1,1
30/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAz6wFRDhsq/,"With a Stanbic IBTC Education Trust (#SET), you are assured of a bright future for your child. Talk to us on 01-2706800 or email sitlagency@stanbicibtc.com to get started.","3,780","3,780","3,471","3,471",3.39%,3.69%,128,115,115,10,3
30/05/2020,7:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CA0j8yXlYsC/,There are over 500 languages spoken in Nigeria. How many of those languages can you speak? Share with us. #NaijaLife,"4,826","4,826","4,469","4,469",3.40%,3.67%,164,140,140,20,4
29/05/2020,7:12 AM,Instagram,Photo, ,https://www.instagram.com/p/CAwuJbqJ30p/,"Posted @withregram • @hiflnigeria The result is out!!! Congratulations to Imaji for emerging the third place winner in the 2020 HiFL eInvitational tournament.

What an astonishing performance!

We celebrate you👏🏻👏🏻 #PlayIndoors #HiFL2020","3,963","3,963","3,678","3,678",2.32%,2.50%,92,81,81,11,0
29/05/2020,9:30 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAw9_HWgA5H/,"Lovers of football get in here!

Do you know that you stand a chance to win a cool prize just by watching the final match of the #HiFL2020 e-invitational, live on Facebook and YouTube? Follow the instructions on the image and start winning. Click the link in our bio to read the T&Cs. 
#HiFLStanbicIBTC #PlayIndoors","2,720","2,720","2,538","2,538",2.90%,3.11%,79,67,67,11,1
29/05/2020,11:52 AM,Instagram,Video, ,https://www.instagram.com/p/CAxN7prAmxF/,"It’s a wrap! 
Thank you to all the children and parents who participated in our #MyDreamsCanBe Children’s Day Competition, we appreciate your effort and time.

For the winners, kindly DM us your name, email address and phone number.","1,542","1,542","1,366","1,366",4.09%,4.61%,63,53,53,10,0
29/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAxV9AOj7MK/,"With the N2 billion long term credit, Health businesses now have access to funding to build and grow their businesses. This will go a long way in helping them mitigate any funding issues to their business expansion. Call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com to know more.","2,955","2,955","2,719","2,719",1.46%,1.58%,43,40,40,2,1
29/05/2020,1:55 PM,Instagram,Photo, ,https://www.instagram.com/p/CAxcTb5J_Z6/,Posted @withregram • @hiflnigeria Posted @withregram . @the_arogs Guys!!! You all can be winners of exciting prizes as you watch me play in the finals today!!! Read the instructions in the photo.. Exciting prizes to be won!! 💸💸💰💰,"3,056","3,056","2,875","2,875",2.72%,2.89%,83,80,80,3,0
29/05/2020,3:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAxjtjeFsBp/,What word do you think it is?🤔 🤔 #Trivia,"4,016","4,016","3,648","3,648",2.69%,2.96%,108,81,81,25,2
29/05/2020,3:07 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAxklInlYwr/,"We are at the finals of the #HiFL2020 E-Invitational!! Join the match live at 4 pm on @hiflnigeria social media pages as we cheer the players to victory.
#HiFLStanbicIBTC
#PlayIndoors","3,090","3,090","2,888","2,888",2.94%,3.15%,91,83,83,8,0
29/05/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAx4S8TlVJa/,🙋🏾 🙋🏾 🙋🏾 if you guessed right. #Trivia,"3,426","3,426","3,216","3,216",2.34%,2.49%,80,67,67,13,0
28/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAujbQ4Ak24/,With N5000 you can plant the seeds today for a prosperous tomorrow. Invest in mutual funds today! Call 01 280 1266 or email assetmanagement@stanbicibtc.com now to get started. #NeverStopInvesting,"5,760","5,760","5,422","5,422",3.82%,4.06%,220,195,195,16,9
28/05/2020,4:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAvFxXhlsB9/,"The battle is on for 3rd place.
Which school will take the spot?
Find out live by 4 pm on @hiflnigeria Facebook page and Youtube channel.
May the best team win.
#HiFL2020
#HiFLStanbicIBTC
#PlayIndoors","2,573","2,573","2,350","2,350",2.22%,2.43%,57,57,57,0,0
28/05/2020,5:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAvMpOjF5ul/,"#StaySafe, get all your banking needs done within the comfort of your home. Use #APPyness, internet banking and *909#.","3,656","3,656","3,381","3,381",2.63%,2.84%,96,91,91,4,1
27/05/2020,8:49 AM,Instagram,Video, ,https://www.instagram.com/p/CArvqdPJ9db/,"Whatever they imagine, they can be.
Show them that impossibility does not exist.
Happy #ChildrensDay","2,861","2,861","2,563","2,563",4.33%,4.84%,124,119,119,3,2
27/05/2020,10:06 AM,Instagram,Video, ,https://www.instagram.com/p/CAr4eOlJlNT/,Time to have some fun!☺ Who is excited? We’re calling on all parents to share drawings or poems of what their children want to be in future and why. Follow the instructions and your child can stand a chance to win exciting prizes. Swipe to read more and click the link in our bio to read the T&Cs. #MyDreamsCanBe,"1,413","1,413","1,253","1,253",4.25%,4.79%,60,59,59,1,0
27/05/2020,10:12 AM,Instagram,Photo, ,https://www.instagram.com/p/CAr5OizJdck/,"Posted @withregram • 
@michaelmenkiti Her name is Joan Ucheobigbo, she is 4 years old and wants to be a doctor to stop covid 19 so that they could all go back to school and also keep grandma and grandpa healthy and strong.
#mydreamscanbe
#childrensday
@stanbicibtc","4,500","4,500","4,267","4,267",3.47%,3.66%,156,143,143,13,0
27/05/2020,10:12 AM,Instagram,Photo, ,https://www.instagram.com/p/CAr5KH5pmJJ/,"Posted @withregram •

@tessyobigbo My 8 year old Charles uche obigbo wants to be a footballer to win medals for Nigeria.
#mydreamscanbe
#childrensday
@stanbicibtc",76,76,74,74,72.37%,74.32%,55,55,55,0,0
27/05/2020,10:14 AM,Instagram,Photo, ,https://www.instagram.com/p/CAr5aO3pS7J/,"Posted @withregram • 
@biddy_pre Here's pharez's entry  #MyDreamscanbe #childrensday @stanbicibtc .",49,49,48,48,61.22%,62.50%,30,30,30,0,0
27/05/2020,10:16 AM,Instagram,Photo, ,https://www.instagram.com/p/CAr5mcYpGNf/,"Posted @withregram • 
@farayola_o Happy children's day yo all the kids in the world. 
#mydreamscanbe #MyDreamsCanBe","3,679","3,679","3,471","3,471",3.67%,3.89%,135,126,126,7,2
27/05/2020,10:17 AM,Instagram,Photo, ,https://www.instagram.com/p/CAr5wqyJR74/,"Paying your child's school fees shouldn't scare you.
Join us on Instagram by 2pm today to learn how you can draw up a school fees strategy.
#BlueTalks #SET","2,512","2,512","2,282","2,282",2.83%,3.11%,71,69,69,2,0
27/05/2020,10:56 AM,Instagram,Photo, ,https://www.instagram.com/p/CAr-RgaJq7n/,"Posted @withregram • 
@sandraosasgeorge His name is gospel. #mydreamscanbe  #childrensday  @stanbicibtc",0,0,0,0,0,0,16,16,16,0,0
27/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAr-oV4AYPH/,The world is big enough to contain the dreams of every child. Show them that they can be whatever they want to be. Happy #ChildrensDay,"2,595","2,595","2,363","2,363",3.31%,3.64%,86,77,77,6,3
27/05/2020,12:02 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsFw5tphh4/,"Posted @withregram • 
@ogbos2020 I want to  be a swimmer in the future because I love swimming and playing with water. 
#mydreamscanbe @stanbicibtc","6,545","6,545","6,245","6,245",3.21%,3.36%,210,195,195,13,2
27/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAsMYMxD_EX/,"Paying your child's school fees shouldn't scare you.
Join us on Instagram by 2pm today to learn how you can draw up a school fees strategy. #BlueTalks #SET","2,753","2,753","2,511","2,511",2.69%,2.95%,74,70,70,3,1
27/05/2020,3:27 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsdLT7pDdz/,"Posted @withregram • @chazi23 Rhema's Dream
@stanbicibtc
#mydreamscanbe","2,116","2,116","1,964","1,964",2.32%,2.49%,49,47,47,2,0
27/05/2020,3:33 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsd8SDJQwr/,"Posted @withregram • 
@chefbiddy2 9years old pharez wants to be a chef when he grows up. Here's his poem entry. #mydreamscanbe #childrensday @stanbicibtc","3,122","3,122","2,900","2,900",2.82%,3.03%,88,83,83,3,2
27/05/2020,3:35 PM,Instagram,Photo, ,https://www.instagram.com/p/CAseG0LJEzh/,"Posted @withregram • 
@shotonwa_samson Want to be a professional basketballer in #mydreamscanbe with @stanbicibtc ❤️","3,495","3,495","3,284","3,284",3.03%,3.23%,106,96,96,10,0
27/05/2020,3:36 PM,Instagram,Photo, ,https://www.instagram.com/p/CAseNicpv4O/,"Posted @withregram •  @baroqahalliyu My name is Farhaan, I want to become a doctor because I want to be saving lives. #mydreamscanbe @stanbicibtc","4,813","4,813","4,487","4,487",5.57%,5.97%,268,253,253,15,0
27/05/2020,3:38 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsehleJy5H/,Posted @withregram • @omololaireti My son will always tell me mummy i want to be a civil engineer just like my uncle. Happy children's day #mydreamscanbe,"2,817","2,817","2,648","2,648",3.27%,3.47%,92,75,75,17,0
27/05/2020,3:58 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsgzWJJQcI/,"Posted @withregram • 
@omovoodupitan Name:Mano omovo
Age:8 years.
I love to be a police officer.
#mydreamscanbe 
#stanbicibtc","2,708","2,708","2,518","2,518",1.77%,1.91%,48,46,46,2,0
27/05/2020,3:59 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsg5hGpvKk/,"Posted @withregram • 
@tessyobigbo My 8 year old Charles wants to be a footballer to win laurels for Nigeria. #mydreamscanbe #childrensday @stanbicibtc","3,053","3,053","2,823","2,823",2.49%,2.69%,76,68,68,8,0
27/05/2020,5:15 PM,Instagram,Photo, ,https://www.instagram.com/p/CAspiTCJ711/,"Posted @withregram • 
@adegbitesharon What I will like to be @stanbicibtc
#mydreamscanbe","3,357","3,357","3,136","3,136",2.23%,2.39%,75,72,72,3,0
27/05/2020,5:54 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsuGPGprVs/,"Posted @withregram • @shollycutie Happy Children's Day to all amazing children out there.
He wants to become a farmer so that he can feed the nations.

#mydreamscanbe @stanbicibtc","4,171","4,171","3,968","3,968",3.45%,3.63%,144,132,132,12,0
27/05/2020,5:54 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsuAniJJSS/,"Posted @withregram • @vallerie222 My name is Dr Annie Arua, I am 5 years old, I want to be a Doctor when I grow up.. @stanbicibtc #mydreamscanbe","2,153","2,153","1,995","1,995",2.55%,2.76%,55,49,49,6,0
27/05/2020,5:55 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsuMnUpprx/,Posted @withregram • @mr_fretz #Mydreamscanbe #Childrensday @stanbicibtc 😁😁😁,"1,912","1,912","1,728","1,728",2.67%,2.95%,51,51,51,0,0
27/05/2020,5:57 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsuXThJvDa/,"Posted @withregram • 
@iamofficialolaoluwa My Dreams can be... An Engineer when I grow up
With Hard work and Focus, I will achieve my dreams, My Future is in my hands #MyDreamscanbe #ChildrensDay
@stanbicibtc","3,810","3,810","3,666","3,666",6.06%,6.30%,231,222,222,9,0
27/05/2020,5:58 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsuiTVpsGZ/,Posted @withregram • @moji_samphilips #mydreamscanbe @stanbicibtc,"3,256","3,256","3,019","3,019",2.43%,2.62%,79,78,78,1,0
27/05/2020,6:01 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsu1rCJ_8E/,"Posted @withregram • 
@yoursiblinginchrist Name : Abel Morakinyo
Age : 7

Morakinyo has always wanted to be a Doctor.

#mydreamscanbe
#stanbicibtc
@stanbicibtc","3,236","3,236","2,997","2,997",2.50%,2.70%,81,77,77,4,0
27/05/2020,6:03 PM,Instagram,Photo, ,https://www.instagram.com/p/CAsvD9VpKwC/,Posted @withregram • @modupeokeniyi #mydreamscanbe,"2,571","2,571","2,325","2,325",2.37%,2.62%,61,57,57,3,1
27/05/2020,9:00 PM,Instagram,Carousel, ,https://www.instagram.com/p/CAtDWaQpsYY/,"Thank you for joining our Instagram Live session on drawing up a school fees strategy.
#ICYMI, here are some highlights for you.
If you have more questions or need more guidance, send an email to sitlagency@stanbicibtc.com
#BlueTalks #SET","2,346","2,346","1,865","1,865",3.71%,4.66%,87,81,81,5,1
27/05/2020,9:12 PM,Instagram,Photo, ,https://www.instagram.com/p/CAtEwPgps44/,"Posted @withregram • 
@hiflnigeria Leading a city of gladiators, he's not just a leader but a conqueror.

We at HiFL hail you 'The Argos' for making it to Super four finals, it's no retreat or surrender!

Stay tuned as we watch him play on Friday 29th of May 2020 at 4pm.

#PlayIndoors #HiFL2020","2,539","2,539","2,444","2,444",2.48%,2.58%,63,62,62,1,0
27/05/2020,9:13 PM,Instagram,Photo, ,https://www.instagram.com/p/CAtE3A6pF9F/,"Posted @withregram • 
@hiflnigeria A warm congratulations 🎉 to 'The Falz_d' who has roared like a lion over his opponent by defeating 💪🏼 in a tight fisted thrilling football game.

Can he roar again in the finals? 
Watch out for him on Friday 29th of May 2020 at 4pm.

#PlayIndoors #HiFL2020","2,402","2,402","2,291","2,291",2.58%,2.71%,62,59,59,3,0
27/05/2020,9:14 PM,Instagram,Photo, ,https://www.instagram.com/p/CAtE7nmJykF/,"Posted @withregram • @hiflnigeria Meet 'Estabein1' the titan, who is coming back from a merciless massacre, he has vowed to redeem his image.

Congratulations, HiFL is fully behind you.

Watch out for him on Thursday 28th  May 2020 at 4pm.

Go Titan.

#PlayIndoors #HiFL2020","2,156","2,156","2,001","2,001",2.27%,2.45%,49,48,48,1,0
27/05/2020,9:15 PM,Instagram,Photo, ,https://www.instagram.com/p/CAtFDqSJ2Ab/,"Posted @withregram • @hiflnigeria From the ancient city comes 'Imaji' who believes that losing is not an option. 
What vendetta has he come to unleash?

Find out on Thursday 28th of May at 4pm.

Thumbs up 👍🏿 for making it this far.

#PlayIndoors #HiFL2020","2,681","2,681","2,552","2,552",2.54%,2.66%,68,66,66,2,0
27/05/2020,9:16 PM,Instagram,Photo, ,https://www.instagram.com/p/CAtFLLQpF3U/,"Posted @withregram • @hiflnigeria When the king of the jungle meets a fierce gladiator in a battle of no mercy, it only means one thing; Brutal finishing.

Who will emerge winner of the maiden edition of the HiFL e-Invitational tournament💪🏼? Who has the guts💪🏼💪🏼? Watch every bit of the action livestreamed on HiFL Facebook page (HiFLNigeria) come Friday 29th at 4pm🕓. You don't want to miss this!!! #PlayIndoors #HiFL2020","2,028","2,028","1,907","1,907",1.97%,2.10%,40,40,40,0,0
27/05/2020,9:17 PM,Instagram,Photo, ,https://www.instagram.com/p/CAtFR6Fp4VW/,"Posted @withregram • @hiflnigeria Imaji goes head to head with Estabein1 in a battle that will never be forgotten in history.

Who has the skill and mastery💪🏼? Who will be the last man standing?

Watch every bit of the game livestreamed on HiFL Facebook page (HiFLNigeria) come Thursday 28th at 4pm🕓

Don't be told!!! #PlayIndoors #HiFL2020","2,324","2,324","2,155","2,155",2.80%,3.02%,65,57,57,8,0
26/05/2020,11:00 AM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CApZ1cDgoQO/,"With the #BestInsuranceDeals from us, you won’t have to worry about unplanned medical expenses. Call 01 277 0394 or email Insurancesolution@stanbicibtc.com to get started.","2,602","2,602","2,376","2,376",3.04%,3.32%,79,71,71,7,1
26/05/2020,2:11 PM,Instagram,Photo, ,https://www.instagram.com/p/CApvv8MJy2y/,"School fees! 
Two words parents dread 🤣😂🤣 Want to know how not to fret when the school fees season comes? 
Join us for an Instagram Live session on 27 May, 2020 to learn how to draw up a sure school fees strategy.
You do not want to miss it!
#BlueTalks #WealthWednesday","2,755","2,755","2,497","2,497",2.61%,2.88%,72,70,70,1,1
26/05/2020,3:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAp1TvglkXz/,"Don’t forget, you should not go out without a mask. Protect yourself and others.
#StaySafe #MaskUp","3,525","3,525","3,211","3,211",2.95%,3.24%,104,92,92,9,3
26/05/2020,7:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAqQxq6l3nl/,"Buy what you need from the comfort of your home. Get up to 10% off when you shop on Jumia with your Stanbic IBTC Mastercard. Offer valid till 05 June.
Terms and Conditions apply.","2,598","2,598","2,335","2,335",2.81%,3.13%,73,69,69,4,0
26/05/2020,11:24 PM,Instagram,Carousel, ,https://www.instagram.com/p/CAqvADupS74/,"Time to have some fun!😁😁
Who is excited? We’re calling on all parents to share drawings or poems of what their children want to be in future and why. 
Follow the instructions and your child can stand a chance to win exciting prizes. 
Swipe to read more and click the link in our bio to read the T&Cs. #MyDreamsCanBe #ChildrensDay","4,022","4,022","3,365","3,365",4.75%,5.68%,191,182,182,6,3
25/05/2020,11:51 AM,Instagram,Photo, ,https://www.instagram.com/p/CAm69_PJ753/,"Treat everything you do now as a seed for the future. What you plant today, you will harvest tomorrow. 🌾🌹🌴#PowerUpMonday #MondayMotivation","2,573","2,573","2,350","2,350",3.65%,4%,94,89,89,2,3
25/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAnCyWElXSH/,We choose to rise beyond the challenges of the global pandemic and remain true to our commitment to unity and hope in our Africanness. #HappyAfricaDay,"2,776","2,776","2,538","2,538",3.31%,3.62%,92,85,85,6,1
25/05/2020,4:14 PM,Instagram,Photo, ,https://www.instagram.com/p/CAnZC_PpsV3/,"Life as you know it shouldn’t stop just because you retire. With us as your pension managers, you can #HappenToLife even when you retire.
Call 01 271 6000 or email pensionsolution@stanbicibtc.com now to get started.","3,637","3,637","3,319","3,319",3.55%,3.89%,129,120,120,8,1
24/05/2020,7:59 AM,Instagram,Video, ,https://www.instagram.com/p/CAj3vgzJFll/,"May the blessings of this season be with you and yours now and always. 
#EidAlFitr","2,198","2,198","1,930","1,930",3.28%,3.73%,72,64,64,7,1
24/05/2020,1:57 PM,Instagram,Photo, ,https://www.instagram.com/p/CAkklaEpHkS/,"As we end the #Ramadan  season, we pray you will continue to experience the blessings and joy of Ramadan. 
#EidAlFitr",0,0,0,0,0,0,11,10,10,1,0
24/05/2020,4:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAkylaql9xs/,What do you think is the answer?🤔 #Trivia #StanbicIBTC,"4,885","4,885","4,635","4,635",3.23%,3.41%,158,116,116,39,3
24/05/2020,6:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAlAUJVFVDf/,"Though we may be separated by time, location, and global pandemic, let us not forget who we are. We are Africans and we stand united. #HappyAfricaDay","3,039","3,039","2,847","2,847",2.80%,2.99%,85,81,81,4,0
24/05/2020,6:23 PM,Instagram,Photo, ,https://www.instagram.com/p/CAlDBskpN_0/,"For the football lovers out there ⚽️⚽️💙, tell us which footballer would you like to be for a day and why?","3,161","3,161","2,917","2,917",2.94%,3.19%,93,86,86,2,5
24/05/2020,7:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAlHLd_llSD/,🙋🏾 🙋🏾 if you got the answer. #Trivia #StanbicIBTC,"3,837","3,837","3,543","3,543",2.53%,2.74%,97,86,86,11,0
23/05/2020,1:00 PM,Instagram,Photo,Aramide Salami,https://www.instagram.com/p/CAh5L3mlrxQ/,Open an at ease wallet account with ease when you dial *909# and select the at ease wallet option.,"3,048","3,048","2,761","2,761",2.76%,3.04%,84,81,81,3,0
