Date,Time,Network,Content Type,Sent by,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Video Views,Organic Video Views,Poll Votes
02/07/2020,1:00 PM,LinkedIn,Photo,Sophia Amuka,"Share with us what lessons your parents taught you about money. #NewSchoolMoney #ItCanBe
",713,713,2.81%,20,15,15,1,2,0.28%,2,2,0,0,0
02/07/2020,4:00 PM,LinkedIn,Photo,Sophia Amuka,"Make this weekend sweet when you pay with your Stanbic IBTC Mastercard on Nairabox Food and enjoy up to 10% off plus free delivery!
#ItCanBe
",623,623,2.09%,13,6,6,0,0,1.12%,7,7,0,0,0
01/07/2020,9:07 AM,LinkedIn,Photo,Aramide Salami,May the month of July be good to you. Happy New Month.,901,901,6.55%,59,34,34,1,2,2.44%,22,22,0,0,0
01/07/2020,5:53 PM,LinkedIn,Photo, ,"For this week’s #WealthWednesday, we will be discussing Stanbic IBTC Bond Fund. 
To make your money work for you, investing is important, if not critical. While you work hard for your money, let’s get it also working for you without a sweat. 😊 
What is Stanbic IBTC Bond Fund?  ",578,578,2.94%,17,13,13,0,1,0.52%,3,3,0,0,0
01/07/2020,5:57 PM,LinkedIn,Photo, ,"Do you want to know how it works? 
With a minimum of N5,000, you can start investing in Stanbic IBTC Bond Fund. You can redeem your investment online via our mobile app or web portal and the proceeds will be credited to you within 48 hours. Alternatively, to redeem, you will be required to complete a Redemption Form and return same at any Stanbic IBTC branch and it will be processed with 5 business days. 
#WealthWednesday",682,682,5.72%,39,22,22,1,3,1.91%,13,13,0,0,0
01/07/2020,5:59 PM,LinkedIn,Photo, ,"Want to know more about its benefits? 
To get started, call 01 280 1266 or send an email to assetmanagement@stanbicibtc.com 
#WealthWednesday",809,809,8.03%,65,13,13,0,4,5.93%,48,48,0,0,0
01/07/2020,8:00 PM,LinkedIn,Photo,Aramide Salami,"Get 50% off when you pay for your Showmax subscription and enjoy watching your favorite movies. For more details, click here - https://lnkd.in/eW8RVSs 
Terms and conditions apply.
",507,507,3.55%,18,11,11,0,0,1.38%,7,7,0,0,0
30/06/2020,8:00 AM,LinkedIn,Photo,Aramide Salami,Social media has evolved over the years into a global village and has helped friends and family keep in touch and bonded. Happy #SocialMediaDay. #ItCanBe,324,324,4.63%,15,11,11,0,0,1.23%,4,4,0,0,0
30/06/2020,10:40 AM,LinkedIn,Photo,Aramide Salami,"Join Ibiyemi Mezu as she discusses the importance of insurance on today’s #BlueTalks webinar. To join, click here - https://lnkd.in/eWr3Ncm",488,488,3.07%,15,10,10,0,1,0.82%,4,4,0,0,0
30/06/2020,1:00 PM,LinkedIn,Photo,Aramide Salami,"Make sure you always wear a face mask when going out. #StaySafe. #ItCanBe
",612,612,2.61%,16,14,14,0,1,0.16%,1,1,0,0,0
30/06/2020,4:08 PM,LinkedIn,Photo,Aramide Salami,"Social media has evolved over the years into a global village and has helped friends and family keep in touch and bonded. Happy #SocialMediaDay. #ItCanBe.
",451,451,3.33%,15,12,12,0,0,0.67%,3,3,0,0,0
30/06/2020,6:00 PM,LinkedIn,Photo,Aramide Salami,"Are you a sports buff and would like to know more about starting a career in sports? Then register for the HiFL masterclass sponsored by Stanbic IBTC. To register, click here - https://lnkd.in/e6jBr96","1,472","1,472",6.32%,93,41,41,0,5,3.19%,47,47,0,0,0
30/06/2020,8:31 PM,LinkedIn,Photo,Aramide Salami,"There is no better time than now to discuss the necessity for insurance considering the COVID19 pandemic. In commemoration of the #NationalInsuranceAwarenessDay, we held a media parley yesterday to discuss the necessity of insurance in securing the future and protecting what’s important.  Take out a policy today. Call 01 2770394 or email insurancesolution@stanbicibtc.com to get started. #ItCanBe",952,952,3.26%,31,23,23,0,0,0.84%,8,8,0,0,0
30/06/2020,9:27 PM,LinkedIn,Photo,Aramide Salami,"Welcome to the Stanbic IBTC Trade Club where you can meet with suppliers and manufacturers from anywhere in the world. Let’s do the running around while you do your business. Interested in joining the Trade Club, please leave your details here: https://lnkd.in/e7Zix3n
#ItCanBe",763,763,3.54%,27,17,17,0,0,1.31%,10,10,0,0,0
29/06/2020,10:00 AM,LinkedIn,Photo,Aramide Salami,Don’t give up on yourself. #PowerUpMonday #MondayMotivation #ItCanBe,697,697,3.01%,21,14,14,0,3,0.57%,4,4,0,0,0
29/06/2020,11:00 AM,LinkedIn,Photo,Aramide Salami,"Join Ibiyemi Mezu as she discusses all you need to know about insurance. To register, click here - https://lnkd.in/emHHeN2",593,593,3.20%,19,12,12,0,0,1.18%,7,7,0,0,0
29/06/2020,1:00 PM,LinkedIn,Video, ,"Do you agree that you need a game plan to retire well?
1. Yes
2. If I hear – leave story joor
3. No
#ItCanBe","1,260","1,260",2.54%,32,19,19,0,3,0.79%,10,10,230,230,0
29/06/2020,8:00 PM,LinkedIn,Photo,Aramide Salami,"Let’s help you make the right investment choice with Invest Beta. To start, click here - advisory.stanbicibtc.com. #ItCanBe",714,714,2.66%,19,12,12,0,0,0.98%,7,7,0,0,0
28/06/2020,9:00 AM,LinkedIn,Photo,Sophia Amuka,"Whatever your insurance needs are, we are your one-stop partner to get you the #BestInsuranceDeals. Call 01 277 0394 or email insurancesolution@stanbicibtc.com and let’s get you started. 
#NationalInsuranceAwarnessDay 
#ItCanBe","1,084","1,084",2.68%,29,22,22,0,1,0.55%,6,6,0,0,0
28/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"*909# has you covered! Here are many ways you can use our USSD code. Call us on 0700 909 909 909 for more details. #ItCanBe
","1,965","1,965",5.45%,107,34,34,5,8,3.05%,60,60,0,0,0
27/06/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Dial *909*000*522+etag+amount# to top up your toll account with ease. For more information, call 0700 909 909 909  or email customercarenigeria@stanbicibtc.com. #ItCanBe
",850,850,2.94%,25,19,19,0,1,0.59%,5,5,0,0,0
26/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Whatever your child’s dreams are, let’s help #SET them up to achieve them. Call us on 01 270 6800 or email SITLagency@stanbicibtc.com to get started. #ItCanBe
",909,909,2.53%,23,18,18,0,1,0.44%,4,4,0,0,0
26/06/2020,11:00 AM,LinkedIn,Photo, ,"Want to know more about the opportunity that exists as Covid-19 falls out? Listen to our #BlueTalks podcast as Jade Adedeji gives insight into how entrepreneurs, innovators, and dreamers can upskill. To listen to the #BlueTalks podcast powered by Stanbic IBTC, click here - https://lnkd.in/e_XNw49","3,769","3,769",3.98%,150,39,39,14,2,2.52%,95,95,0,0,0
25/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"One of the main ways COVID-19 spreads is through our hands. Wash your hands frequently with soap under running water for 20 seconds and avoid touching your face with unwashed hands to stop the spread. #StaySafe #ItCanBe
","1,717","1,717",2.97%,51,28,28,3,2,1.05%,18,18,0,0,0
25/06/2020,11:42 AM,LinkedIn,Text, ,"Do you know any female fund managers? 
Encourage them to take advantage of this opportunity! Click this link to apply: https://lnkd.in/dPyQ4xu
#ItCanBe",111,111,9.01%,10,3,3,0,0,6.31%,7,7,0,0,0
25/06/2020,1:00 PM,LinkedIn,Photo,Sophia Amuka,"Making dreams come true is what we have done so far and what we’ll continue to do #Together4ALimb #ItCanBe
",797,797,3.76%,30,19,19,0,2,1.13%,9,9,0,0,0
24/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Enjoy 10% off and free delivery when you pay with your Stanbic IBTC Mastercard on Nairabox Food. 
#StanbicIBTC #ItCanBe 
",948,948,2.74%,26,17,17,0,2,0.74%,7,7,0,0,0
24/06/2020,2:09 PM,LinkedIn,Video, ,"With us in your corner, your retirement will be a holiday. If you want to be a part of our Financial Fitness sessions where you can learn how to #HappenToLife, send us your details by clicking this link https://lnkd.in/drYeg7W and we'll reach out to you. Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask, and washing and sanitising your hands regularly. #WealthWednesday","1,048","1,048",2.77%,29,14,14,1,5,0.86%,9,9,138,138,0
23/06/2020,10:27 AM,LinkedIn,Photo,Sophia Amuka,"Let’s get you started to finance your next big business deal. Email Ibenquiries@stanbicibtc.com now. 
#ItCanBe ","1,216","1,216",3.21%,39,27,27,0,2,0.82%,10,10,0,0,0
23/06/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"A cooler way to make payments is here! Pay via C’Gate USSD and a ref code will be generated for your transaction. Dial *909*000*RefCode# now! 
#ItCanBe
",698,698,3.44%,24,17,17,0,1,0.86%,6,6,0,0,0
23/06/2020,4:00 PM,LinkedIn,Photo,Sophia Amuka,"#StaySafe and avoid carrying cash during this period with our Enterprise Online Banking for all your business transactions. Call 07003333333 for more details. #ItCanBe
",638,638,3.76%,24,16,16,0,2,0.94%,6,6,0,0,0
23/06/2020,4:42 PM,LinkedIn,Video, ,Here are the benefits of increasing your retirement pay-outs by adding voluntary contributions to your pension fund account every month. Please call 01 271 6000 or email pensionsolution@stanbicibtc.com for more information. #HappenToLife #ItCanBe,"1,234","1,234",2.76%,34,18,18,0,6,0.81%,10,10,163,163,0
23/06/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"Let’s help you get the right assessment in tune with your investment needs with #InvestBeta. Click here https://lnkd.in/gAxgQXB to get started. #NeverStopInvesting #ItCanBe
","1,033","1,033",4.26%,44,26,26,0,4,1.36%,14,14,0,0,0
22/06/2020,10:09 AM,LinkedIn,Photo,Sophia Amuka,"Something to remember! 
#PowerUpMonday #MondayMotivation  #ItCanBe","1,244","1,244",3.70%,46,32,32,0,3,0.88%,11,11,0,0,0
22/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,Remember to #StaySafe and follow social distancing rules when you come into the bank. Click https://bit.ly/2Brogrd to see the list of our branches open to customers.#ItCanBe,716,716,2.79%,20,18,18,0,2,0%,0,0,0,0,0
21/06/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Your love, care, and sacrifice does not go unnoticed. 
We appreciate you today and always.
Happy #FathersDay
",210,210,5.71%,12,6,6,1,1,1.90%,4,4,0,0,0
21/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"To our first heroes, we say thank you for making our lives more colourful.
Happy #FathersDay 
","1,108","1,108",3.97%,44,29,29,1,2,1.08%,12,12,0,0,0
21/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Music makes the world go round and makes life fun.
Happy #WorldMusicDay
",644,644,3.73%,24,16,16,0,2,0.93%,6,6,0,0,0
21/06/2020,12:19 PM,LinkedIn,Video, ,"Your love, care, and sacrifice does not go unnoticed. We appreciate you today and always. Happy #fathersday2020 ","1,076","1,076",2.32%,25,15,15,1,0,0.84%,9,9,106,106,0
21/06/2020,7:34 PM,LinkedIn,Photo,Aramide Salami,"We celebrate our Head of Human Capital, Funke Amobi  Chartered CCIPD, MCIPM on being named as a recipient of the platinum top 10 and the top 50 career influencer awards presented by The Workbooth Magazine. We are proud of you.","7,512","7,512",5.87%,441,230,230,42,15,2.05%,154,154,0,0,0
20/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Bank at ease with your @easewallet account. Dial *909# and follow the simple prompts to open one today! 
",857,857,2.22%,19,11,11,0,0,0.93%,8,8,0,0,0
20/06/2020,3:45 PM,LinkedIn,Photo, ,"SCAM ALERT

Our attention has been brought to this Facebook page Stanbic IBTC Chatbot (https://lnkd.in/dzazkvY). We wish to inform you that Stanbic IBTC is in no way associated with the owners of and activities of the page on Facebook. Our social media pages can be found:

Facebook - https://lnkd.in/g7vAiA6

Twitter - https://lnkd.in/g6Uzbwy

LinkedIn - https://lnkd.in/gDCztRV

YouTube - https://lnkd.in/g5Fvjwe

Instagram - https://lnkd.in/gxJW_Bm

While we work with the relevant authorities to apprehend the owners of these platforms, we would like to emphasise that they are not in any way representatives of Stanbic IBTC or any of its subsidiaries. You are advised to desist from doing business with them as any business/ transaction/ contract or agreement entered into with them is carried out at your own risk.

Should you have any enquiries about any of our businesses, please contact our customer care number on 0700 909 909 909 for clarification. Thank you","1,183","1,183",4.82%,57,22,22,0,1,2.87%,34,34,0,0,0
19/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"With N5000 you can invest now and get great returns later. Call 01 280 1266 or send an email to assetmanagement@stanbicibtc.com
#NeverStopInvesting 
",585,585,4.44%,26,20,20,2,1,0.51%,3,3,0,0,0
19/06/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Money is tight and difficult to come by in these times, so it is necessary that we re-evaluate what we spend money on. How to do this? Make a list of all your expenses, determine what is a necessity for now and what is not. Cut out everything that does not fall under necessities. How have you been managing money this period? We’d like to hear from you.
#FinancialTip 
",525,525,5.90%,31,23,23,0,2,1.14%,6,6,0,0,0
19/06/2020,7:59 PM,LinkedIn,Photo, ,"The weekend is about to be interesting!!!
Pay with your Stanbic IBTC Mastercard on Nairabox Food and enjoy up to 10% off plus free delivery!",541,541,2.40%,13,10,10,0,0,0.55%,3,3,0,0,0
18/06/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Don’t leave home without a mask!
#StaySafe
","1,145","1,145",4.45%,51,36,36,1,0,1.22%,14,14,0,0,0
18/06/2020,11:00 AM,LinkedIn,Photo,Sophia Amuka,"Open an Education Trust for them and secure their future. Call 01 270 6800 or email SITLagency@stanbicibtc.com to get started.
#SET
",817,817,2.82%,23,16,16,0,1,0.73%,6,6,0,0,0
18/06/2020,12:00 PM,LinkedIn,Video, ,"Out with the old
In with the new
#ItCanBe
",663,663,3.77%,25,18,18,0,2,0.75%,5,5,127,127,0
18/06/2020,8:20 PM,LinkedIn,Photo, ,Here are the picture highlights from our 8th Annual General Meeting which held yesterday.,"3,356","3,356",28.22%,947,108,108,1,3,24.88%,835,835,0,0,0
17/06/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Don’t load your pocket with too much cash. Make payments with your Stanbic IBTC debit card. 
",929,929,2.80%,26,21,21,0,1,0.43%,4,4,0,0,0
17/06/2020,10:18 AM,LinkedIn,Photo,Aramide Salami,"Join our Annual General Meeting now via Youtube livestream. To join, click here - https://lnkd.in/d_7uz6H 
",650,650,3.08%,20,11,11,0,2,1.08%,7,7,0,0,0
17/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Talk to us, let us guide you with world-class solutions for your business. Send an email to ibenquiries@stanbicibtc.com to get started.
","1,093","1,093",3.20%,35,20,20,0,4,1.01%,11,11,0,0,0
17/06/2020,6:34 PM,LinkedIn,Video, ,"We held our Financial Fitness Academy recently where we taught attendees how to #HappenToLife. If you'd like to attend any of the Financial Fitness sessions, click this link https://lnkd.in/drYeg7W, leave your details and we will reach out to you with more information. Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask, and washing and sanitising your hands regularly. #WealthWednesday",675,675,1.93%,13,9,9,0,0,0.59%,4,4,97,97,0
17/06/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"When you look into the future, what do you see?
#ItCanBe
",676,676,4.14%,28,21,21,1,1,0.74%,5,5,0,0,0
16/06/2020,8:00 AM,LinkedIn,Photo, ,"Our branches are open from 8am-4pm to serve you. Click this link https://lnkd.in/dKVNGan to see the list of branches open. Don’t forget your face mask and remember to follow social distancing rules when you come into the bank.
#StaySafe
",775,775,2.84%,22,14,14,0,1,0.90%,7,7,0,0,0
16/06/2020,11:00 AM,LinkedIn,Photo,Sophia Amuka,"It’s necessary to get covered in the event of uncertainties, and we can get you the #BestInsuranceDeals. Call us on 01 277 0394 or send an email to insurancesolution@stanbicibtc.com
",768,768,3.26%,25,16,16,0,2,0.91%,7,7,0,0,0
16/06/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"Not to worry if you missed the #BlueTalks webinar on how to scale your business. You can watch the replay here - https://lnkd.in/dudsuAm
",462,462,2.60%,12,8,8,0,0,0.87%,4,4,0,0,0
16/06/2020,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Buy airtime with *909*Amount# and keep talking!
",694,694,2.16%,15,12,12,0,2,0.14%,1,1,0,0,0
16/06/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"Ambition is the germ from which all growth of nobleness proceeds.
– Ralph Waldo Emerson 
#ItCanBe
",740,740,4.05%,30,22,22,1,0,0.95%,7,7,0,0,0
15/06/2020,9:17 AM,LinkedIn,Photo,Aramide Salami,"Little drops of water make a mighty ocean. Don’t take your little steps for granted. Have a great week ahead.
#PowerUpMonday #MondayMotivation 
",756,756,3.84%,29,22,22,0,2,0.66%,5,5,0,0,0
15/06/2020,12:00 PM,LinkedIn,Video, ,"Some pension terminologies might seem complicated or unclear. Let's simplify it for you. Click this link https://lnkd.in/dy4Zt9m to join Stanbic IBTC Pension Managers and get your future secured. #HappenToLife
","1,083","1,083",3.42%,37,21,21,0,6,0.92%,10,10,256,256,0
15/06/2020,3:00 PM,LinkedIn,Photo,Sophia Amuka,"It’s about that time!! Get ready for power in the palm of your hands.
#LikeAHero
",988,988,3.95%,39,31,31,0,1,0.71%,7,7,0,0,0
15/06/2020,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Get onboard with the coolest way to pay! Dial *909*000*REFCODE* to pay for goods on web and POS using the C’Gate USSD solution.
",575,575,2.96%,17,14,14,0,0,0.52%,3,3,0,0,0
15/06/2020,8:00 PM,LinkedIn,Photo,Sophia Amuka,"Whatever your dreams are, they are valid.
#ItCanBe
",826,826,4.24%,35,23,23,1,3,0.97%,8,8,0,0,0
14/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Dial *909*8# to buy data and keep chatting with friends and family.
","1,099","1,099",2.55%,28,19,19,0,3,0.55%,6,6,0,0,0
14/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"What goals and aspirations do you have for the rest of the year? 
#ItCanBe","2,314","2,314",5.36%,124,48,48,3,2,3.07%,71,71,0,0,0
14/06/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"It is better to be safe than sorry, use a face mask when you need to go out. Our self-service channels are available 24/7 for your banking needs. #StaySafe
",979,979,4.90%,48,25,25,0,1,2.25%,22,22,0,0,0
13/06/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Save a life when you donate blood today. #WorldBloodDonorDay
","1,121","1,121",3.57%,40,29,29,1,4,0.54%,6,6,0,0,0
13/06/2020,12:07 PM,LinkedIn,Photo, ,"Now you can have your financial ally everywhere you go. Watch this space for more details.
#LikeAHero","1,231","1,231",3.25%,40,28,28,1,2,0.73%,9,9,0,0,0
13/06/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"With #SET, you can get the best education your child deserves. Call 01 270 6800 or email SITLagency@stanbicibtc.com to get started.
","1,279","1,279",3.44%,44,23,23,3,1,1.33%,17,17,0,0,0
13/06/2020,4:00 PM,LinkedIn,Photo,Sophia Amuka,"Share with us what drives you to become a better person. 
#ItCanBe",692,692,2.89%,20,13,13,1,0,0.87%,6,6,0,0,0
12/06/2020,8:28 AM,LinkedIn,Video, ,"As we celebrate today, let us not take for granted the freedom that comes with being able to speak freely. #HappyDemocracyDay","1,573","1,573",2.73%,43,31,31,0,2,0.64%,10,10,199,199,0
12/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Today we celebrate our right to the unity of our great nation. Happy Democracy Day
#DemocracyDay
",434,434,2.76%,12,8,8,0,0,0.92%,4,4,0,0,0
12/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Did you miss the Blue Talks webinar series on the impact of COVID-19 pandemic on corporates? To watch the series, click here - https://lnkd.in/d7yk-Me
",443,443,4.06%,18,6,6,0,2,2.26%,10,10,0,0,0
12/06/2020,2:00 PM,LinkedIn,Photo,Aramide Salami,"#Covid-19: Protect children from child labour, now more than ever.",561,561,4.81%,27,16,16,0,2,1.60%,9,9,0,0,0
12/06/2020,3:00 PM,LinkedIn,Photo,Sophia Amuka,"Shop online with your Stanbic IBTC Mastercard from the safety of your home. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details
",546,546,2.01%,11,9,9,0,0,0.37%,2,2,0,0,0
12/06/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Not to worry if you missed the #bluetalks webinar on staying cyber secure. You can watch the replay here - https://lnkd.in/gtkrx9u
",399,399,3.01%,12,8,8,0,1,0.75%,3,3,0,0,0
12/06/2020,6:57 PM,LinkedIn,Photo, ,"The defender of the financial galaxy is on it’s way to you. Watch this space for more details.
#LikeAHero ",713,713,4.07%,29,23,23,0,2,0.56%,4,4,0,0,0
11/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Are you just starting out or looking to know more about building an investment portfolio? Invest Beta has got you covered. Click here to Invest Beta - https://lnkd.in/gAxgQXB 
",844,844,4.27%,36,17,17,1,0,2.13%,18,18,0,0,0
11/06/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"Open an @easewallet with ease when you dial *909# and select the @easewallet option.
",500,500,4%,20,15,15,0,1,0.80%,4,4,0,0,0
11/06/2020,4:34 PM,LinkedIn,Photo, ,"Here is a #throwback to our CSI visit to the Street to School (STS) initiative.
#ThrowbackThursday","1,371","1,371",10.50%,144,46,46,0,1,7.08%,97,97,0,0,0
10/06/2020,8:30 AM,LinkedIn,Photo,Aramide Salami,"How much do you know about securities lending and the value that it brings to all parties - Lender (beneficial owner), borrower, brokerage community and more?

Do you know that securities lending and borrowing can enhance sustained liquidity in the market? How can Stanbic IBTC help you as a Securities Lending Agent?

Find out as Babatunde Majiyagbe, Executive Director of Stanbic IBTC Nominees Limited, speaks at the Nigerian Securities Lending Forum.

Click on the link https://lnkd.in/eNUNHbU to register for the Zoom session. The session is being brought to you in conjunction with the Nigerian Stock Exchange.

","1,744","1,744",15.48%,270,48,48,2,0,12.61%,220,220,0,0,0
10/06/2020,9:00 AM,LinkedIn,Photo,Sophia Amuka,"Call us on 01 422 8855 or email ibenquiries@stanbicibtc.com to help you make the right decisions on your business acquisitions or restructuring.
",809,809,2.35%,19,15,15,0,3,0.12%,1,1,0,0,0
10/06/2020,2:00 PM,LinkedIn,Video, ,Please follow the safety instructions whenever you visit the bank.,707,707,1.98%,14,10,10,0,1,0.42%,3,3,106,106,0
10/06/2020,2:09 PM,LinkedIn,Photo, ,The Stanbic IBTC Ethical Fund (SIEF) is a fund that follows a socially responsible approach to investing and excludes investments in Breweries and Tobacco sectors of The Nigerian Stock Exchange. #WealthWednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/06/2020,2:10 PM,LinkedIn,Photo, ,Here are some benefits of investing in the Stanbic IBTC Ethical Fund. #WealthWednesday.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/06/2020,2:10 PM,LinkedIn,Photo, ,Interesting fact: The Stanbic IBTC Ethical Fund (SIEF) is the first Ethical fund to be launched in the history of the Nigerian capital market. #WealthWednesday ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/06/2020,2:16 PM,LinkedIn,Photo, ,"With just N5000, you can get started with investing in the Stanbic IBTC Ethical Fund and you can also make subsequent investments of N5000. Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask and washing and sanitizing your hands regularly. 
#WealthWednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/06/2020,7:00 PM,LinkedIn,Photo, ,Not to worry if you missed the #bluetalks webinar on staying cyber secure. You can watch the replay here - https://lnkd.in/gtkrx9u,451,451,2.66%,12,9,9,0,0,0.67%,3,3,0,0,0
10/06/2020,10:24 PM,LinkedIn,Photo, ,The Stanbic IBTC Ethical Fund (SIEF) is a fund that follows a socially responsible approach to investing and excludes investments in Breweries and Tobacco sectors of The Nigerian Stock Exchange. #WealthWednesday,346,346,2.31%,8,5,5,0,0,0.87%,3,3,0,0,0
10/06/2020,10:25 PM,LinkedIn,Photo, ,Interesting fact: The Stanbic IBTC Ethical Fund (SIEF) is the first Ethical fund to be launched in the history of the Nigerian capital market. #WealthWednesday,"1,021","1,021",5%,51,37,37,1,2,1.08%,11,11,0,0,0
10/06/2020,10:27 PM,LinkedIn,Photo, ,Here are some benefits of investing in the Stanbic IBTC Ethical Fund. #WealthWednesday,342,342,3.22%,11,8,8,0,0,0.88%,3,3,0,0,0
10/06/2020,10:29 PM,LinkedIn,Photo, ,"With just N5000, you can get started with investing in the Stanbic IBTC Ethical Fund and you can also make subsequent investments of N5000. Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask, and washing and sanitizing your hands regularly. 
 #WealthWednesday",458,458,8.73%,40,12,12,0,1,5.90%,27,27,0,0,0
09/06/2020,9:47 AM,LinkedIn,Text, ,0,158,158,4.43%,7,5,5,0,0,1.27%,2,2,0,0,0
09/06/2020,11:09 AM,LinkedIn,Photo,Sophia Amuka,"Your password should be as private as your toothbrush, protect it and don’t share it with anyone. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.
",789,789,4.06%,32,13,13,0,0,2.41%,19,19,0,0,0
08/06/2020,10:00 AM,LinkedIn,Photo,Aramide Salami,"Now is the time to be #likeahero and push forward.#PowerUpMonday #MondayMotivation 
","1,059","1,059",3.97%,42,23,23,0,5,1.32%,14,14,0,0,0
08/06/2020,1:00 PM,LinkedIn,Photo,Aramide Salami,Do your data recapture to update your Retirement Savings Account(RSA) details. Call us on 01 271 6000 or email pensionsolution@stanbicibtc.com for more details.,"1,494","1,494",3.28%,49,24,24,2,6,1.14%,17,17,0,0,0
08/06/2020,5:39 PM,LinkedIn,Photo, ,We are available to serve. You can visit our website https://lnkd.in/dEwPVuc or click here https://lnkd.in/dKVNGan to view the list of branches closest to you. Please remember to wear your face mask and maintain social distancing in the banking hall.,853,853,5.16%,44,25,25,0,1,2.11%,18,18,0,0,0
07/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Top up your Lekki Toll account when you dial *909*000*522+etag+amount# with ease! For more information, call 0700909909909 or email customercarenigeria@stanbicibtc.com
","1,011","1,011",2.47%,25,17,17,0,4,0.40%,4,4,0,0,0
06/06/2020,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Stay safe while carry out all your bank transactions with our USSD code and Mobile Banking App. #StaySafe
",944,944,2.97%,28,23,23,0,0,0.53%,5,5,0,0,0
05/06/2020,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Save the environment, Save the World!
#ForNature #WorldEnvironmentDay2020
",773,773,3.10%,24,18,18,0,1,0.65%,5,5,0,0,0
05/06/2020,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Shop with your Stanbic IBTC Mastercard on Jumia and get a 10% discount. Offer ends today so take advantage of this now!
T&Cs apply!
","1,715","1,715",3.03%,52,30,30,6,3,0.76%,13,13,0,0,0
05/06/2020,12:08 PM,LinkedIn,Text, ,0,635,635,4.41%,28,9,9,1,0,2.83%,18,18,0,0,0
05/06/2020,3:00 PM,LinkedIn,Photo,Sophia Amuka,"The superhero with just a touch! Watch this space 😊  
#LikeAHero
",913,913,3.94%,36,26,26,0,2,0.88%,8,8,0,0,0
05/06/2020,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Call 01 2706800 or email sitlagency@stanbicibtc.com now to get them #SET for the future of their dreams. 
","1,293","1,293",3.17%,41,31,31,0,4,0.46%,6,6,0,0,0
04/06/2020,9:09 AM,LinkedIn,Photo,Sophia Amuka,"Whether it’s buying airtime or making a transfer, *909# has you covered. Dial *909# from your phone to get started.
",879,879,4.10%,36,25,25,2,2,0.80%,7,7,0,0,0
04/06/2020,2:00 PM,LinkedIn,Photo,Sophia Amuka,"Do you have spare funds? We have investment options. Talk to our investment gurus on 01 280 1266 or send an email to assetmanagement@stanbicibtc.com to find out ways your money can do more for you! #NeverStopInvesting
","1,217","1,217",2.79%,34,24,24,0,3,0.58%,7,7,0,0,0
